law_id,law_name,article_no,article_title,article_text_head
d5781ebf-1e17-4bfe-8f9a-980ee2c0fa4b,(국토교통부) 건축용 고효율에너지기자재 보급촉진에 관한 규정,1,목적,"제1조(목적) 이 고시는 「에너지이용 합리화법」(이하 ""법""이라 한다)제22조제1항에 따라 건축물에 고정되어 설치ㆍ이용되는 고효율에너지인증대상기자재의 인증에 필요한 사항을 규정함을 목적으로 한다."
d5781ebf-1e17-4bfe-8f9a-980ee2c0fa4b,(국토교통부) 건축용 고효율에너지기자재 보급촉진에 관한 규정,2,용어의 정의,"제2조(용어의 정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. ""건축용 고효율인증대상기자재""란 「건축법」제2조제1항의 건축물에 고정되어 설치ㆍ이용되는 고효율에너지인증대상기자재로 [별표 1]에 등재된 기자재를 말한다. 2. ""건축용 고효율인증기자재""란 ‘건축용 고효율인증대상기자재’로서 이 규정에 따른 인증기준에 적합하여 한국에너지공단 이사장이 인증한 기자재를 말한다. 3. ""고효율인증고시""란 ‘고효율에너지기자재 보급촉진에 관한 규정(산업통상자원부고시)’을 말한다. 4. ""모델""이란 건축용 고효율에너지기자재를 구별하기 위"
d5781ebf-1e17-4bfe-8f9a-980ee2c0fa4b,(국토교통부) 건축용 고효율에너지기자재 보급촉진에 관한 규정,3,건축용 고효율인증대상기자재,제3조(건축용 고효율인증대상기자재) 건축용 고효율인증대상기자재와 각 기자재별 적용범위는 [별표 1]과 같다.
58ca6991-471c-4118-b2ad-674e685982d0,(산업통상자원부) 건축용 고효율에너지기자재 보급촉진에 관한 규정,1,목적,"제1조(목적) 이 고시는 「에너지이용 합리화법」(이하 ""법""이라 한다)제22조제1항에 따라 건축물에 고정되어 설치ㆍ이용되는 고효율에너지인증대상기자재의 인증에 필요한 사항을 규정함을 목적으로 한다."
58ca6991-471c-4118-b2ad-674e685982d0,(산업통상자원부) 건축용 고효율에너지기자재 보급촉진에 관한 규정,2,용어의 정의,"제2조(용어의 정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다. 1. ""건축용 고효율인증대상기자재""란 「건축법」제2조제1항의 건축물에 고정되어 설치ㆍ이용되는 고효율에너지인증대상기자재로 [별표 1]에 등재된 기자재를 말한다. 2. ""건축용 고효율인증기자재""란 ‘건축용 고효율인증대상기자재’로서 이 규정에 따른 인증기준에 적합하여 한국에너지공단 이사장이 인증한 기자재를 말한다. 3. ""고효율인증고시""란 ‘고효율에너지기자재 보급촉진에 관한 규정(산업통상자원부고시)’을 말한다. 4. ""모델""이란 건축용 고효율에너지기자재를 구별하기 위"
58ca6991-471c-4118-b2ad-674e685982d0,(산업통상자원부) 건축용 고효율에너지기자재 보급촉진에 관한 규정,3,건축용 고효율인증대상기자재,제3조(건축용 고효율인증대상기자재) 건축용 고효율인증대상기자재와 각 기자재별 적용범위는 [별표 1]과 같다.
5a4d136d-3c51-4038-ab1f-1c0912464afa,(식품의약품안전처) 의료기관 조제실제제 관리기준,1,목적,제1조(목적) 이 고시는 「약사법」 제41조 및 「의약품 등의 안전에 관한 규칙」 제54조부터 제56조까지의 규정에 의한 의료기관 조제실제제의 범위와 제조시의 준수사항 및 사후관리 등에 관한 사항을 규정함을 목적으로 한다.
5a4d136d-3c51-4038-ab1f-1c0912464afa,(식품의약품안전처) 의료기관 조제실제제 관리기준,2,정의,"제2조(정의) 이 기준에서 ""조제실제제""라 함은 내원환자의 미래수요를 예측하여 필요한 환자에게 신속·정확하게 조제 또는 투약에 사용할 목적으로 식품의약품안전처장이 안전성·유효성을 인정한 약품을 일정한 함량 또는 용량단위의 형태(제제)로 가공한 것으로 의사의 처방에 의해 사용하는 제제를 말한다."
5a4d136d-3c51-4038-ab1f-1c0912464afa,(식품의약품안전처) 의료기관 조제실제제 관리기준,3,조제실제제의 범위지정,"제3조(조제실제제의 범위지정) 의료기관에서 조제실제제로 제조할 수 있는 의약품은 「의약품 등의 안전에 관한 규칙」 제54조의 규정에 의한 것과 다음 각 호의 1에 해당하는 것으로 한다. 다만, 「의약품의 품목허가·신고·심사 규정」(식품의약품안전처 고시)에 의한 ""안전성·유효성 문제성분 함유 제제""와 일반의약품(다만, 검사·수술 및 처치에 사용되는 제제와 응급환자 또는 입원환자를 위하여 사용되는 제제 및 한약제제는 예외로 한다)은 제외한다. 1. 국내제조품목 허가가 없거나 생산공급되지 아니하는 의약품(이 경우 식품의약품안전처장의 확인"
ca01c1f5-746e-4090-a432-289d51ab2abf,(행정안전부) 자연재난 복구비용 산정기준,1,목적,제1조(목적) 이 고시는 「자연재난 구호 및 복구 비용 부담기준 등에 관한 규정」 제4조에 따른 자연재난 복구비용 산정기준을 정하는 것을 목적으로 한다.
ca01c1f5-746e-4090-a432-289d51ab2abf,(행정안전부) 자연재난 복구비용 산정기준,2,산정기준,"제2조(산정기준) 자연재난 복구비용 산정기준을 다음과 같이 한다. 1. 이재민 구호 및 생계안정 등을 위한 지원 <img id=""162621171""> </img> 2. 재난복구사업을 위한 지원 <img id=""162621173""> </img>"
ca01c1f5-746e-4090-a432-289d51ab2abf,(행정안전부) 자연재난 복구비용 산정기준,3,재검토기한,제3조(재검토기한) 행정안전부장관은 이 고시에 대하여 「훈령ㆍ예규 등의 발령 및 관리에 관한 규정」에 따라 2026년 1월 1일 기준으로 매 3년이 되는 시점(매 3년째의 12월 31일까지를 말한다)마다 그 타당성을 검토하여 개선 등의 조치를 하여야 한다.
302f02ba-bceb-44d9-b023-9da08ddaee90,(행정안전부) 재난지원금 선지급 비율ㆍ절차 등에 관한 기준,1,목적,"제1조(목적) 이 고시는「재난 및 안전관리 기본법」제66조의2, 같은 법 시행령 제73조의3에서 행정안전부장관에게 위임한 사항을 정함을 목적으로 한다."
302f02ba-bceb-44d9-b023-9da08ddaee90,(행정안전부) 재난지원금 선지급 비율ㆍ절차 등에 관한 기준,2,용어의 정의,"제2조(용어의 정의) 이 고시에서 사용하는 용어는 「재난 및 안전관리 기본법」 및 「자연재난 구호 및 복구 비용 부담기준 등에 관한 규정」(이하 ""규정""이라 한다)이 정하는 바에 따른다."
302f02ba-bceb-44d9-b023-9da08ddaee90,(행정안전부) 재난지원금 선지급 비율ㆍ절차 등에 관한 기준,3,재난지원금 선지급 비율,"제3조(재난지원금 선지급 비율) ① 「재난 및 안전관리 기본법 시행령」 제73조의3제3항에 따른 재난지원금 선지급 비율은 다음 각 호와 같다. 1. 규정 제4조제1항제1호가목부터 라목까지의 이재민 구호 및 생계안정 등을 위한 지원: 100 2. 규정 제4조제1항제2호가목부터 라목까지 및 같은 호 사목의 재난복구사업을 위한 지원: 100 3. 규정 제4조제1항제2호마목ㆍ바목(이하 ""수산분야""라 한다)의 재난복구사업을 위한 지원: 100 ② 제1항에도 불구하고 다음 각 호에 해당하는 경우에는 시장ㆍ군수ㆍ구청장이 판단하여 재난지원금의 일"
93f3b603-9c17-4a3d-a5a8-fef0c7dd42be,"「고압가스안전관리법」 제22조의2, 「액화석유가스의 안전관리 및 사업법」제45조, 「도시가스사업법」 제17조의5조에 따른 가스기술기준(상세기준)",1,전문,"<img id=""64771811""> </img> ※ 제ㆍ개정된 상세기준의 세부내용은 가스기술기준 정보시스템(http://www.kgscode.or.kr)을 참조하여 주시기 바라며, 기타 문의사항은 산업통상자원부 에너지안전과(☏ 044-203-5279) 또는 가스기술기준위원회 사무국(☏043-750-1321~4)으로 문의하여 주시기 바랍니다. 0000 00 붙임 상세기준 제ㆍ개정안 주요내용 /LSW/flDownload.do?flSeq=64771827 상세기준 제ㆍ개정안 주요내용 구분 주요내용 비고 고압가스분야 ㅇ KGS Code의 체"
4db2c77a-b32b-47ed-ad0b-8da867490878,"「액화석유가스의 안전관리 및 사업법」제45조, 「도시가스사업법」 제17조의5조에 따른 가스기술기준(상세기준)",1,전문,"<img id=""63025033""> </img> ※ 개정된 상세기준의 세부내용은 가스기술기준 정보시스템(http://www.kgscode.or.kr)을 참조하여 주시기 바라며, 기타 문의사항은 산업통상자원부 에너지안전과(☏ 044-203-5275) 또는 가스기술기준위원회 사무국(☏043-750-1321~4)으로 문의하여 주시기 바랍니다. 0000 00 붙임 상세기준 개정안 주요내용 /LSW/flDownload.do?flSeq=63025041 상세기준 개정안 주요내용 구분 주요내용 비고 액화석유가스분야 ㅇ 특정상세기준으로 운영되고 있"
35374853-e07a-451b-9f8f-50b89b06dc21,2025년 재외한국학교안전공제료 산정기준 고시,1,전문,"◇ 제ㆍ개정 이유 - 「학교안전사고 예방 및 보상에 관한 법률」 제49조③교육부장관은 대통령령으로 정하는 바에 따라 매 사업연도마다 전전년도 이전 최근 3년간의 학교안전사고의 발생 추이와 공제급여 지급 실적, 전전년도의 공제 사업 및 예방 사업 등의 운영경비와 물가 상승률 등을 반영하여 공제료 산정기준을 정하고 이를 고시하여야 한다.에 따라 차년도 공제료를 산정 공포하고자 함 ◇ 주요내용 가. 공제료는 위험공제료와 부가공제료를 합한 금액으로 산정한다. 나. 학교안전공제중앙회는 학교별 학생 수, 손해율, 운영규모 등의 특성을 고려하고"
ede829ab-2e53-45fa-8d94-26da10acc9cd,HCNG자동차 연구개발용 HCNG자동차충전소의 시설·기술·검사에 관한 특례기준,1,제1장 총칙,제1장 총칙
ede829ab-2e53-45fa-8d94-26da10acc9cd,HCNG자동차 연구개발용 HCNG자동차충전소의 시설·기술·검사에 관한 특례기준,1,목적,"제1조(목적) 이 고시는 「고압가스 안전관리법 시행규칙」(이하 ""규칙""이라 한다) 제62조의 규정에 따라 HCNG자동차의 연구·개발을 목적으로 사용하는 HCNG자동차충전소의 안전관리를 위하여 필요한 사항을 정함을 목적으로 한다."
ede829ab-2e53-45fa-8d94-26da10acc9cd,HCNG자동차 연구개발용 HCNG자동차충전소의 시설·기술·검사에 관한 특례기준,2,용어정의,"제2조(용어정의) 이 고시에서 사용하는 용어의 뜻은 다음과 같다. 1. ""HCNG""란 자동차 연료로 사용하기 위하여 압축천연가스(CNG)에 수소를 15% 이상 35% 이하로 혼합한 가스를 말한다. 2. ""혼합장치""란 수소와 압축천연가스를 혼합하여 일정비율의 HCNG연료를 제조하는 처리설비로서 유량조절밸브와 레귤레이터 등을 포함한다."
ede829ab-2e53-45fa-8d94-26da10acc9cd,HCNG자동차 연구개발용 HCNG자동차충전소의 시설·기술·검사에 관한 특례기준,3,적용범위,"제3조(적용범위) HCNG자동차의 연구·개발을 목적으로 규칙 별표5 제1호 또는 제2호에 따른 수소자동차충전소에 혼합장치와 HCNG자동차 충전설비를 추가하여 HCNG를 자동차에 충전하는 사업소, 그리고 HCNG를 튜브트레일러로 공급받아 자동차에 충전하는 사업소(이하 ""HCNG자동차충전소""라 한다)에 대하여 적용한다."
a408249e-ec6d-4109-9ccc-8d7010452946,가스·분말자동소화장치의 형식승인 및 제품검사의 기술기준,1,목적,"제1조(목적) 이 기준은 「소방시설 설치 및 관리에 관한 법률」 제37조제5항에서 소방청장에게 위임한 가스ㆍ분말자동소화장치의 형식승인 및 제품검사의 기술기준에 관한 사항을 규정함을 목적으로 한다.<개정 2012.6.27., 2015.1.6., 2017.7.26., 2024.7.25.>"
a408249e-ec6d-4109-9ccc-8d7010452946,가스·분말자동소화장치의 형식승인 및 제품검사의 기술기준,2,용어의 정의,"제2조(용어의 정의) 이 기준에 사용하는 용어의 정의는 다음과 같다. 1. ""가스ㆍ분말자동소화장치(이하 ""자동소화장치""라 한다)""란 열, 연기 또는 불꽃 등을 감지하여 방호공간 내에 소화약제를 자동으로 방출하여 소화하는 장치를 말하며 패키지용 및 등급용으로 구분한다.<신설 2024.7.25.> 2. ""패키지용 자동소화장치""란 감지부 또는 제어부의 화재신호를 받아 소화약제를 압축가스 등의 압력에 의해 방호공간(100 ㎥이하) 내에 자동방출하는 것(이하 ""분사식""이라 한다)으로 단독형, 일체형, 분리형으로 구분한다.<신설 2024.7."
a408249e-ec6d-4109-9ccc-8d7010452946,가스·분말자동소화장치의 형식승인 및 제품검사의 기술기준,3,일반구조,"제3조(일반구조) 자동소화장치의 일반구조 다음 각 호에 적합하여야 한다.<개정 2012.6.27., 2024.7.25.> 1. 자동소화장치는 작동이 확실하고 취급ㆍ점검 및 정비가 용이하여야 하며, 내구성이 있어야 한다.<개정 2012.2.9> 2. 외부에 노출되어 손상우려가 있는 부분은 이를 내장하거나 보호덮개 등을 씌워 충분히 보호될 수 있도록 조치하여야 한다. 3. 감지부ㆍ제어부 및 작동장치 등은 설정 후에 임의적으로 조정할 수 없도록 하여야 한다. 4. 자동소화장치를 수동으로 작동할 수 있게 하는 장치를 설치하는 경우에는 부주"
a408249e-ec6d-4109-9ccc-8d7010452946,가스·분말자동소화장치의 형식승인 및 제품검사의 기술기준,8,용기,"제8조의2(용기) 분사식 자동소화장치의 용기는 다음 각 호에 적합하여야 한다. 1. 재질은 KS D 3512(냉간 압연 강판 및 강대), KS D 5201(구리 및 구리합금 판 및 띠), KS D 3705(열간 압연 스테인리스 강판 및 강대) 또는 KS D 6701(알루미늄 및 알루미늄 합금의 판 및 띠)에 적합하거나 이와 동등 이상의 내식성이 있는 재질로 하고 그 두께는 0.71 ㎜ 이상이어야 한다. 2. 원통형 및 구형의 용기 응력(S)은 다음 식에 따라 산출하는 경우 용기 재료에 대한 최대항복점의 80 % 이하 또는 최대인장강"
a408249e-ec6d-4109-9ccc-8d7010452946,가스·분말자동소화장치의 형식승인 및 제품검사의 기술기준,18,「고압가스안전관리법」의 적용을 받는 용기 및 안전밸브 등의 특례,"제18조(「고압가스안전관리법」의 적용을 받는 용기 및 안전밸브 등의 특례) ① 「고압가스안전관리법」의 적용을 받는 밸브, 용기 및 가압용가스용기와 이에 설치하는 안전밸브 등에 대하여는 제8조의2, 제8조의3, 제8조의4, 제8조의6, 제16조, 제17조의 규정에도 불구하고 고압가스안전관리에 관한 법령이 정하는 바에 의한 검사가 선행되어야 한다. 다만, 고압가스안전관리법 시행규칙 특례규정의 적용을 받는 것은 그러하지 아니한다.<개정 2024.7.25.> ② <삭제 2024.7.25.> 1. <삭제 2024.7.25.> 2. <삭제 2"
a9b2e832-86c5-4717-b730-37da27f276cb,가스계소화설비 설계프로그램의 성능인증 및 제품검사의 기술기준,1,목적,"제1조(목적) 이 기준은 「소방시설 설치 및 관리에 관한 법률」(이하 ""법""이라 한다)제40조제4항 및 「소방용품의 품질관리 등에 관한 규칙」 제15조제1항에 따른 가스계소화설비 설계프로그램의 성능인증 및 제품검사의 기술기준에 대하여 규정함을 목적으로 한다.<신설 2012.2.9. 개정 2016. 5. 13>"
a9b2e832-86c5-4717-b730-37da27f276cb,가스계소화설비 설계프로그램의 성능인증 및 제품검사의 기술기준,1,적용범위,제1조의2(적용범위) 이 기준의 적용범위는 다음과 같다. <본조신설 2025. 3. 21.> 1. 이 기준은 가스계소화설비(전역방출방식에 한함)의 소화약제 방출 특성 및 소화성능 등을 확보하기 위한 설계매뉴얼과 설계프로그램의 유효성을 평가하고 인증하는데 적용한다. 2. 이 기준에 따른 제품검사는 가스계소화설비의 설계 시 사용하는 설계도서의 출력결과가 인증된 설계프로그램의 산출결과와 일치하며 설계매뉴얼을 준수하고 있는지를 검사하는데 적용한다. 3. 설계매뉴얼에 명시되는 주요부품은 설계프로그램의 유효성 평가를 위해 인증시험에 적용ㆍ등록
a9b2e832-86c5-4717-b730-37da27f276cb,가스계소화설비 설계프로그램의 성능인증 및 제품검사의 기술기준,2,용어의 정의,"제2조(용어의 정의) 이 기준에서 사용하는 용어의 정의는 다음과 같다. 1. ""가스계소화약제""란 이산화탄소소화설비ㆍ할론소화설비ㆍ할로겐화합물 및 불활성기체소화설비의 화재안전성능기준(이하 ""가스계소화설비의 화재안전기준""이라 한다)에서 정하는 모든 소화약제를 말한다.<개정 2025. 3. 21.> 2. ""충전밀도""란 소화약제저장용기의 단위체적당 충전되는 소화약제의 질량(kg/㎥)을 말한다. 3. ""소화농도""란 규정된 실험 조건의 화재를 소화하는 데 필요한 소화약제의 농도(형식승인대상의 소화약제는 형식승인된 소화농도)를 말한다. 4. ""설"
a9b2e832-86c5-4717-b730-37da27f276cb,가스계소화설비 설계프로그램의 성능인증 및 제품검사의 기술기준,3,설계매뉴얼,"제3조(설계매뉴얼) 가스계소화설비를 설계하는데 사용하는 매뉴얼(이하 ""설계매뉴얼""이라 한다)은 다음 각 호의 사항을 포함하여야 한다. 다만, 외국어 매뉴얼의 경우에는 한글로 번역하여 원본과 한글본으로 작성하여야 한다.<개정 2025. 3. 21.> 1. <삭제 2025. 3. 21.> 2. 최대배관비<개정 2025. 3. 21.> 3. 배관 내 최소ㆍ최대유량<개정 2025. 3. 21.> 3의2. 최대 불용 체적비<신설 2025. 3. 21.> 4. 티 분기 시 설계 제한사항<개정 2025. 3. 21.> 가. 소화약제 저장용기로부"
a9b2e832-86c5-4717-b730-37da27f276cb,가스계소화설비 설계프로그램의 성능인증 및 제품검사의 기술기준,4,설계프로그램의 적용성 확인,제4조의2(설계프로그램의 적용성 확인) ① 신청자가 제출하는 50개 설계모델은 설계프로그램의 실제 설계 적용성 등을 확인하기 위해 다음 각 호의 조건에 적합하여야 한다. <본조신설 2025. 3. 21.> 1. 제출하는 50개 설계모델에는 제3조제1호부터 제10의2호에서 규정한 각각의 설계사항들이 5회 이상 포함되도록 설계할 것. 이 경우 설계오류가 발생하지 않아야 한다. 2. 제출하는 설계모델은 분사헤드의 개수를 3이상 100이하의 범위 내에서 고루 분배하여 설계할 것 3. 50개의 설계모델 중 20개 이상은 비균등배관방식이 포함
4c449c0c-2154-42f6-a1c7-356aa4fc3d6b,가스계소화설비용 수동식 기동장치의 성능인증 및 제품검사 기술기준,1,목적,제1조(목적) 이 기준은 「소방시설 설치 및 관리에 관한 법률」 제40조제4항 및 「소방용품의 품질관리 등에 관한 규칙」 제15조제1항에 따라 가스계소화설비용 수동식 기동장치의 성능인증 및 제품검사의 기술기준에 관한 사항을 규정함을 목적으로 한다.
4c449c0c-2154-42f6-a1c7-356aa4fc3d6b,가스계소화설비용 수동식 기동장치의 성능인증 및 제품검사 기술기준,2,용어의 정의,"제2조(용어의 정의) 이 기준에서 사용하는 용어의 정의는 다음과 같다. 1. ""가스계소화설비용 수동식 기동장치""란 이산화탄소 및 할로겐화합물 등 가스계 소화약제를 사용하는 소화설비(이하 ""가스계소화설비""라 한다)의 수동식 기동장치(이하 ""기동장치""라 한다)를 말한다. 2. ""기동스위치""라 함은 가스계소화설비를 작동시키기 위하여 수동으로 전기적 기동신호를 소화설비 제어반(복합식수신기 등)으로 발신하기 위한 스위치를 말한다. 3. ""방출지연지스위치""라 함은 기동스위치의 작동에 의한 소화설비 제어장치의 지연 타이머가 작동되고 있을 때 타"
4c449c0c-2154-42f6-a1c7-356aa4fc3d6b,가스계소화설비용 수동식 기동장치의 성능인증 및 제품검사 기술기준,3,구조 및 일반기능,"제3조(구조 및 일반기능) 기동장치의 구조 및 일반기능은 다음 각 호에 적합하여야 한다. 1. 기동장치에는 보호장치를 설치하여야 하며 보호장치는 다음 각 목에 적합한 구조이어야 한다. 가. 보호장치는 기동스위치를 덮는 구조로서 설치상태에서 기동스위치가 보이는 재질을 사용하여야 한다. 나. 보호장치는 손으로 쉽게 열고 닫을 수 있어야 하며, 기동스위치를 조작하기 용이한 상태로 열릴 수 있는 구조이어야 한다. 다. 보호장치를 여는 경우 기동장치에 설치된 부저, 벨 등에 의하여 경고음을 발하여야 하며, 보호장치를 닫는 경우 경고음이 정지"
88160fa6-bc6c-44f6-9c68-4fb9a75f7539,가스관선택밸브의 형식승인 및 제품검사의 기술기준,1,목적,제1조(목적) 이 기준은 「소방시설 설치 및 관리에 관한 법률」 제37조제5항에서 소방청장에게 위임한 가스관선택밸브의 형식승인 및 제품검사의 기술기준에 관한 사항을 규정함을 목적으로 한다.<개정 2016.7.15>
88160fa6-bc6c-44f6-9c68-4fb9a75f7539,가스관선택밸브의 형식승인 및 제품검사의 기술기준,2,용어의 정의,"제2조(용어의 정의) 이 기준에서 사용하는 용어의 정의는 다음과 같다. 1. ""가스관선택밸브""(이하 ""선택밸브""라 한다)란 가스계소화설비 및 분말소화설비에서 2개소 이상의 방호구역 또는 방호대상물에 대해 소화약제 저장용기를 공용으로 사용하는 경우에 사용하는 밸브로서 자동 또는 수동개방장치에 의해 개방되는 것을 말한다. <개정 2018.10.12., 2020.12.23., 2024.7.19.> 2. ""접합부""란 선택밸브에서 배관연결ㆍ결합 또는 접합시키는 기능을 가진 부위를 말한다. <개정 2024.7.19.> 3. ""피스톤릴리스""란 "
88160fa6-bc6c-44f6-9c68-4fb9a75f7539,가스관선택밸브의 형식승인 및 제품검사의 기술기준,3,용어의 뜻,제3조(용어의 뜻) <삭제 2024.7.19.>
5d64e37d-ca4b-4823-bbdd-add15c25c984,가스누설경보기의 형식승인 및 제품검사의 기술기준,1,목적,제1조(목적) 이 기준은 「소방시설 설치 및 관리에 관한 법률」 제37조제5항 및 같은 법률 시행령 제46조에 따른 가스누설경보기의 형식승인 및 제품검사의 기술기준에 대하여 규정함을 목적으로 한다.
5d64e37d-ca4b-4823-bbdd-add15c25c984,가스누설경보기의 형식승인 및 제품검사의 기술기준,2,용어의 정의,"제2조(용어의 정의) 이 기준에서 사용하는 용어의 정의는 다음과 같다. 1. ""경보기구""란 자동화재탐지설비, 비상경보설비의 축전지, 화재속보설비, 누전경보기, 가스누설경보기 등 화재의 발생 또는 화재의 발생이 예상되는 상황에 대하여 경보를 발하여 주는 설비를 말한다. 2. ""가스누설경보기""란 가스시설이 설치된 장소에서 액화석유가스(LPG), 액화천연가스(LNG), 일산화탄소, 건설현장에서 발생되는 가스(톨루엔, 크실렌) 또는 기타 가스(이소부탄, 메탄, 수소)를 탐지하여 경보하는 것을 말한다. 다만, 탐지소자외의 방법에 의하여 가스"
5d64e37d-ca4b-4823-bbdd-add15c25c984,가스누설경보기의 형식승인 및 제품검사의 기술기준,3,가스누설경보기의 분류,"제3조(가스누설경보기의 분류) 가스누설경보기는 구조에 따라 단독형가스누설경보기과 분리형가스누설경보기로 구분하며, 분리형가스누설경보기은 영업용과 공업용으로 구분한다. 이 경우 영업용은 1회로용으로 하며 공업용은 1회로 이상의 용도로 한다."
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.5.2 이 기준 시행 전에 1.5.1에 따른 신청 또는 신고를 한 경우라도 제정 기준이 종전의 기준에 비하여 관계인에게 유리한 경우에는 제정 기준에 따를 수 있다.,1.5.2 이 기준 시행 전에 1.5.1에 따른 신청 또는 신고를 한 경우라도 제정 기준이 종전의 기준에 비하여 관계인에게 유리한 경우에는 제정 기준에 따를 수 있다. 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.3.1 이 기준은 2022년 12월 1일부터 시행한다.,1.3.1 이 기준은 2022년 12월 1일부터 시행한다. 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.7 용어의 정의,1.7 용어의 정의 
